CommitteeReferralComments,DeemedOn,CouncilPeriod,LegislationNumber,Subcategory,DocumentUrl,Modified,LegislationStatus,ShortTitle,Category,Id,LawNumber,CommitteeReferral,ActNumber,Deemed,IntroductionDate
,,22,PR22-0005,Proposed Resolution,http://lims.dccouncil.us/Download/37088/PR22-0005-Introduction.pdf,2017-01-17,Approved,Secretary to the Council of the District of Columbia Nyasha Smith Reappointment Resolution of 2016,Resolution,37088,,Retained by the Council,R22-0005,,2017-01-02
,,22,PR22-0004,Proposed Resolution,http://lims.dccouncil.us/Download/37086/PR22-0004-Introduction.pdf,2017-01-17,Approved,Budget Director to the Council of the District of Columbia Jennifer Budoff Reappointment Resolution of 2017,Resolution,37086,,Retained by the Council,R22-0004,,2017-01-02
,,22,PR22-0003,Proposed Resolution,http://lims.dccouncil.us/Download/37085/PR22-0003-Introduction.pdf,2017-01-17,Approved,General Counsel to the Council of the District of Columbia Ellen Efros Reappointment Resolution of 2017,Resolution,37085,,Retained by the Council,R22-0003,,2017-01-02
,,22,PR22-0002,Proposed Resolution,http://lims.dccouncil.us/Download/37084/PR22-0002-Introduction.pdf,2017-01-17,Approved,"Council Period 22 Appointment of Chairperson Pro Tempore, Committee Chairperson and Committee Membership Resolution of 2017",Resolution,37084,,Retained by the Council,R22-0002,,2017-01-02
,,22,PR22-0001,Proposed Resolution,http://lims.dccouncil.us/Download/37083/PR22-0001-Introduction.pdf,2017-01-17,Approved,"Rules of Organization and Procedure for the Council of the District of Columbia, Council Period 22, Resolution of 2017",Resolution,37083,,Retained by the Council,R22-0001,,2017-01-02
,,22,AU22-0002,Auditor,http://lims.dccouncil.us/Download/37229/AU22-0002-Introduction.pdf,2017-01-13,Under Council Review,Implementation of District of Columbia Auditor Recommendations,Report,37229,,,,,2017-01-13
,,22,RC22-0005,Other,http://lims.dccouncil.us/Download/37216/RC22-0005-Introduction.pdf,2017-01-13,Under Council Review,Correspondence from the Mayor - Youth Bullying Prevention in the District of Columbia School Year 2015-2016 Report,Report,37216,,,,,2017-01-12
,,22,AG22-0001,Agenda,http://lims.dccouncil.us/Download/37217/AG22-0001-Agenda.pdf,2017-01-13,Under Council Review,FIRST LEGISLATIVE MEETING,Agenda,37217,,,,,2017-01-10
,,22,RC22-0004,Other,http://lims.dccouncil.us/Download/37208/RC22-0004-Introduction.pdf,2017-01-11,Under Council Review,Correspondence from the Mayor - OSSE District of Columbia Healthy Schools Act of 2010 - 2016 Reports - Addendum: A) Farm-to-School & School Gardens B) Health & Physical Education,Report,37208,,,,,2017-01-11
,,22,RC22-0003,Other,http://lims.dccouncil.us/Download/37207/RC22-0003-Introduction.pdf,2017-01-11,Under Council Review,Correspondence from the Mayor - Private Security Camera Incentive Program Report ,Report,37207,,,,,2017-01-11
,,22,AU22-0001,Auditor,http://lims.dccouncil.us/Download/37162/AU22-0001-Introduction.pdf,2017-01-10,Under Council Review,"The D,C, Government Must Improve Policies and Practices for the Protection of Personally Identifiable Information",Report,37162,,,,,2017-01-10
,,22,RC22-0002,Other,http://lims.dccouncil.us/Download/37156/RC22-0002-Introduction.pdf,2017-01-09,Under Council Review,Correspondence from the CIC - FCI Allenwood Medium Inspection Report,Report,37156,,,,,2017-01-09
,,22,RC22-0001,Other,http://lims.dccouncil.us/Download/37087/RC22-0001-Introduction.pdf,2017-01-03,Under Council Review,"Correspondence from the Mayor - Washington, DC Solid Waste Diversion Progress Report Fiscal Year 2015 & 2016",Report,37087,,,,,2017-01-03
